Date,Product_ID,Category,Size,Color,Units_Sold,Stock_On_Hand,Restock_Quantity,Store_Location,Return_Flag,Price,Season
2021-10-12,P9365,Jeans,XL,Black,2,62,0,Delhi,0,1134.61,Summer
2021-10-12,P8562,Dresses,L,Green,15,96,0,Delhi,0,1311.91,Monsoon
2021-10-12,P8441,Jeans,L,Green,12,19,7,Mumbai,1,299.1,Summer
2021-10-12,P8838,Jeans,L,Green,1,7,28,Delhi,1,1246.18,Summer
2021-10-12,P1833,Jackets,S,Red,13,35,0,Hyderabad,0,1094.2,Winter
2021-10-12,P5819,Dresses,XL,Green,6,50,0,Delhi,1,841.19,Summer
2021-10-12,P8602,Shirts,M,Blue,1,24,0,Delhi,1,332.22,Winter
2021-10-12,P7450,Shirts,L,Black,9,21,0,Hyderabad,0,308.88,Monsoon
2021-10-12,P1380,Tops,S,Green,2,15,46,Delhi,1,1257.43,Summer
2021-10-12,P5433,Jeans,M,Black,7,67,0,Hyderabad,1,1883.56,Monsoon
2021-10-12,P3317,Shirts,M,Green,16,85,0,Mumbai,0,1933.17,Monsoon
2021-10-12,P6339,Tops,L,White,0,97,0,Mumbai,0,1699.38,Winter
2021-10-13,P8839,Jackets,M,Blue,19,39,0,Delhi,1,1038.84,Summer
2021-10-13,P9184,Jackets,S,Green,13,85,0,Mumbai,0,373.4,Winter
2021-10-13,P5759,Jeans,S,White,4,69,0,Delhi,0,1613.01,Monsoon
2021-10-13,P5652,Tops,S,Blue,11,25,0,Delhi,0,1071.06,Winter
2021-10-13,P9082,Jeans,M,Black,15,62,0,Hyderabad,1,687.52,Summer
2021-10-13,P6236,Dresses,M,White,18,11,13,Delhi,1,1032.75,Festive
2021-10-13,P2558,Dresses,XL,Green,10,29,0,Hyderabad,0,528.47,Festive
2021-10-13,P8820,Tops,M,Black,1,56,0,Delhi,1,1374.87,Winter
2021-10-13,P4771,Jackets,XL,Blue,13,72,0,Hyderabad,0,1953.5,Festive
2021-10-13,P1640,Shirts,L,Black,13,20,0,Hyderabad,0,855.05,Winter
2021-10-14,P9236,Jackets,S,Red,7,57,0,Hyderabad,1,1291.76,Monsoon
2021-10-14,P1260,Jackets,S,Green,6,74,0,Mumbai,1,727.87,Winter
2021-10-14,P8160,Shirts,S,Black,8,50,0,Hyderabad,0,1381.82,Summer
2021-10-14,P5206,Tops,L,Green,19,81,0,Delhi,0,1635.77,Summer
2021-10-14,P3797,Shirts,M,Black,11,36,0,Delhi,1,1089.77,Summer
2021-10-15,P2883,Dresses,S,White,17,46,0,Delhi,1,1707.96,Winter
2021-10-15,P1243,Shirts,XL,Green,1,76,0,Delhi,0,677.26,Monsoon
2021-10-15,P5235,Shirts,M,White,19,19,38,Hyderabad,1,1817.39,Monsoon
2021-10-15,P1638,Jeans,XL,Black,6,17,31,Delhi,1,1717.73,Festive
2021-10-15,P6050,Tops,M,White,10,18,5,Hyderabad,0,337.74,Festive
2021-10-15,P5809,Jeans,M,Blue,14,69,0,Hyderabad,1,1409.57,Festive
2021-10-15,P4181,Dresses,XL,Black,1,26,0,Delhi,0,944.62,Monsoon
2021-10-15,P7926,Shirts,XL,Red,5,87,0,Delhi,0,642.55,Festive
2021-10-15,P2025,Dresses,M,White,15,48,0,Hyderabad,0,549.15,Winter
2021-10-15,P8147,Dresses,XL,Green,18,85,0,Mumbai,0,530.03,Summer
2021-10-16,P8958,Jackets,XL,White,2,3,41,Hyderabad,0,1851.04,Summer
2021-10-16,P7589,Shirts,XL,Blue,19,83,0,Delhi,1,1173.29,Festive
2021-10-16,P1575,Dresses,XL,Green,5,85,0,Hyderabad,1,1179.85,Monsoon
2021-10-16,P1460,Shirts,L,Red,7,82,0,Hyderabad,0,339.99,Winter
2021-10-16,P1514,Jeans,S,Blue,2,14,22,Delhi,1,1717.87,Monsoon
2021-10-16,P9947,Jackets,L,White,13,83,0,Hyderabad,1,1182.95,Summer
2021-10-16,P3829,Tops,S,Red,11,47,0,Delhi,0,790.18,Summer
2021-10-16,P3324,Jackets,L,White,13,49,0,Hyderabad,0,484.7,Monsoon
2021-10-16,P8493,Jeans,M,Black,3,93,0,Delhi,1,916.37,Summer
2021-10-17,P2785,Jackets,XL,White,18,15,38,Mumbai,0,1766.3,Summer
2021-10-17,P4362,Shirts,L,Green,3,21,0,Hyderabad,0,1191.45,Winter
2021-10-17,P1595,Shirts,S,Black,14,31,0,Hyderabad,0,1911.17,Monsoon
2021-10-17,P8260,Jeans,S,Red,1,14,32,Delhi,0,1003.37,Festive
2021-10-17,P5157,Tops,M,Red,2,69,0,Hyderabad,0,425.22,Winter
2021-10-17,P7397,Dresses,L,Red,3,59,0,Mumbai,1,711.25,Summer
2021-10-17,P2082,Tops,XL,White,16,44,0,Delhi,1,1268.07,Winter
2021-10-17,P2871,Tops,S,Blue,16,11,22,Mumbai,0,1902.56,Monsoon
2021-10-17,P2252,Dresses,XL,Green,13,11,4,Hyderabad,0,1462.74,Summer
2021-10-17,P8657,Shirts,M,White,3,91,0,Delhi,1,1968.92,Winter
2021-10-17,P4996,Shirts,XL,Green,14,98,0,Hyderabad,1,1251.32,Summer
2021-10-17,P9770,Jeans,S,Green,12,4,39,Hyderabad,1,439.11,Summer
2021-10-17,P8277,Dresses,S,Green,6,17,4,Hyderabad,1,1889.24,Summer
2021-10-17,P2823,Shirts,M,White,9,58,0,Delhi,0,506.95,Winter
2021-10-17,P4163,Dresses,M,White,13,99,0,Delhi,1,1947.27,Summer
2021-10-18,P2028,Jeans,XL,Blue,8,70,0,Hyderabad,0,796.95,Summer
2021-10-18,P8140,Jackets,M,Black,17,6,50,Mumbai,1,804.97,Winter
2021-10-18,P6436,Shirts,S,Green,3,6,3,Delhi,1,1803.87,Monsoon
2021-10-18,P5958,Dresses,XL,White,5,25,0,Hyderabad,1,1802.32,Winter
2021-10-18,P9196,Tops,XL,Green,16,65,0,Mumbai,0,716.1,Monsoon
2021-10-18,P6976,Jeans,L,Red,8,79,0,Mumbai,1,637.52,Festive
2021-10-18,P8647,Tops,L,Green,4,12,22,Delhi,1,1080.66,Monsoon
2021-10-18,P8232,Tops,M,Green,17,54,0,Delhi,0,715.51,Monsoon
2021-10-18,P7782,Shirts,XL,Green,13,70,0,Hyderabad,0,1424.5,Monsoon
2021-10-18,P6542,Dresses,L,Green,7,86,0,Mumbai,1,702.68,Winter
2021-10-18,P1520,Tops,L,Green,13,0,13,Mumbai,0,1869.57,Monsoon
2021-10-18,P3088,Jackets,XL,Blue,4,69,0,Hyderabad,0,1631.34,Festive
2021-10-18,P4482,Shirts,L,Black,17,80,0,Delhi,1,1806.03,Winter
2021-10-18,P6047,Jeans,L,Blue,7,60,0,Mumbai,1,1895.14,Winter
2021-10-18,P9914,Jackets,XL,White,17,45,0,Mumbai,1,316.64,Summer
2021-10-19,P5651,Tops,M,Red,4,10,48,Delhi,1,1008.52,Summer
2021-10-19,P5925,Jeans,XL,Black,12,21,0,Delhi,1,1713.64,Winter
2021-10-19,P5730,Tops,L,Blue,8,94,0,Mumbai,0,1123.28,Monsoon
2021-10-19,P7714,Shirts,M,Green,4,24,0,Delhi,1,663.33,Winter
2021-10-19,P5403,Tops,XL,Red,3,29,0,Hyderabad,1,841.56,Winter
2021-10-19,P1076,Tops,L,Blue,2,21,0,Mumbai,1,1751.21,Festive
2021-10-19,P9122,Dresses,XL,Black,2,79,0,Hyderabad,0,1535.11,Monsoon
2021-10-19,P3666,Jeans,M,Green,2,15,10,Mumbai,1,1129.7,Winter
2021-10-19,P6041,Jackets,XL,Green,3,10,35,Delhi,1,1869.97,Monsoon
2021-10-19,P1902,Dresses,S,Black,2,69,0,Delhi,0,1534.94,Winter
2021-10-19,P8135,Jeans,XL,Black,2,0,45,Mumbai,1,1865.81,Monsoon
2021-10-19,P1025,Tops,XL,Green,8,84,0,Hyderabad,1,928.09,Festive
2021-10-19,P3756,Jackets,XL,White,6,89,0,Hyderabad,1,1907.52,Summer
2021-10-20,P6542,Shirts,S,White,5,29,0,Hyderabad,0,625.67,Festive
2021-10-20,P7057,Jackets,S,Black,3,34,0,Mumbai,0,1915.77,Monsoon
2021-10-20,P1100,Jeans,L,Green,10,97,0,Mumbai,1,681.58,Winter
2021-10-20,P9308,Dresses,XL,Green,12,100,0,Delhi,1,1600.28,Monsoon
2021-10-20,P8373,Dresses,XL,Black,8,27,0,Delhi,1,858.1,Monsoon
2021-10-20,P8454,Dresses,L,Green,2,28,0,Mumbai,1,444.69,Winter
2021-10-20,P3879,Shirts,M,Black,19,43,0,Delhi,1,1908.4,Winter
2021-10-20,P4118,Jackets,S,Green,17,13,47,Delhi,0,1853.81,Winter
2021-10-21,P8873,Tops,L,Black,7,72,0,Delhi,0,402.9,Festive
2021-10-21,P2400,Dresses,S,Black,10,47,0,Hyderabad,0,979.19,Monsoon
2021-10-21,P5685,Shirts,M,Blue,16,75,0,Hyderabad,0,1779.82,Festive
2021-10-21,P2560,Jackets,XL,Green,7,25,0,Delhi,0,648.56,Festive
2021-10-21,P7178,Tops,M,Black,18,70,0,Mumbai,0,319.72,Festive
2021-10-21,P8360,Jackets,M,Green,7,3,40,Delhi,0,886.37,Summer
2021-10-21,P7992,Jeans,S,White,10,80,0,Mumbai,1,1961.43,Festive
2021-10-21,P8138,Tops,S,Black,12,63,0,Delhi,0,1430.85,Summer
2021-10-21,P2607,Dresses,L,Blue,19,26,0,Delhi,0,1309.91,Festive
2021-10-21,P6458,Jeans,L,Black,7,96,0,Hyderabad,1,1962.21,Winter
2021-10-21,P7094,Jeans,L,Black,11,16,49,Mumbai,0,1578.42,Festive
2021-10-21,P7117,Dresses,L,Red,20,43,0,Hyderabad,0,542.12,Summer
2021-10-21,P9972,Shirts,L,Black,7,13,36,Mumbai,1,1452.69,Monsoon
2021-10-21,P4226,Dresses,M,Green,1,87,0,Hyderabad,1,548.15,Monsoon
2021-10-22,P8075,Dresses,L,White,13,31,0,Delhi,0,1892.61,Winter
2021-10-22,P8256,Shirts,S,Black,12,76,0,Delhi,1,1036.54,Summer
2021-10-22,P5711,Dresses,L,Blue,19,7,38,Hyderabad,0,1206.65,Winter
2021-10-22,P4699,Shirts,S,Red,1,14,49,Mumbai,1,1780.93,Winter
2021-10-22,P8996,Shirts,S,Blue,19,34,0,Delhi,1,876.42,Winter
2021-10-22,P7285,Jeans,XL,Green,14,58,0,Delhi,0,387.9,Festive
2021-10-22,P9528,Dresses,S,White,10,100,0,Mumbai,1,368.52,Monsoon
2021-10-22,P4871,Jeans,XL,Blue,3,52,0,Hyderabad,0,771.43,Festive
2021-10-22,P7256,Tops,S,Black,8,97,0,Mumbai,0,1985.64,Summer
2021-10-22,P6390,Jackets,S,Black,4,41,0,Hyderabad,1,773.64,Summer
2021-10-23,P7347,Jackets,L,White,14,88,0,Delhi,0,305.56,Summer
2021-10-23,P6147,Dresses,XL,Green,2,36,0,Delhi,0,382.09,Winter
2021-10-23,P7960,Dresses,L,Red,0,58,0,Hyderabad,0,1702.74,Festive
2021-10-23,P6690,Tops,XL,White,6,57,0,Delhi,1,994.78,Summer
2021-10-23,P3466,Shirts,S,Blue,10,66,0,Hyderabad,0,459.94,Summer
2021-10-23,P5754,Dresses,XL,White,0,93,0,Mumbai,0,772.52,Summer
2021-10-23,P7321,Dresses,M,Green,2,24,0,Hyderabad,1,832.57,Monsoon
2021-10-23,P7410,Jackets,S,White,13,4,0,Hyderabad,0,888.73,Festive
2021-10-23,P6644,Jeans,M,Red,11,27,0,Mumbai,0,1543.07,Summer
2021-10-23,P9472,Dresses,L,White,16,9,34,Mumbai,0,570.15,Summer
2021-10-23,P4641,Jeans,L,Red,10,24,0,Mumbai,0,1050.1,Monsoon
2021-10-23,P5525,Jeans,L,White,11,40,0,Delhi,1,914.9,Festive
2021-10-23,P2991,Tops,L,White,10,70,0,Mumbai,1,1487.74,Summer
2021-10-23,P8199,Tops,XL,Green,10,48,0,Delhi,1,363.07,Winter
2021-10-23,P9554,Shirts,S,Black,10,84,0,Hyderabad,1,955.15,Monsoon
2021-10-24,P5402,Shirts,XL,Blue,1,96,0,Mumbai,0,1561.3,Winter
2021-10-24,P1222,Tops,S,Red,0,68,0,Mumbai,0,1287.14,Monsoon
2021-10-24,P7747,Tops,M,White,1,61,0,Hyderabad,1,927.9,Summer
2021-10-24,P1494,Tops,S,Black,15,100,0,Hyderabad,1,1594.31,Monsoon
2021-10-24,P1268,Jackets,M,Blue,2,17,27,Delhi,1,1418.08,Summer
2021-10-25,P3588,Shirts,M,Green,14,79,0,Hyderabad,0,1186.59,Festive
2021-10-25,P6221,Jackets,S,White,14,17,28,Mumbai,1,1387.9,Summer
2021-10-25,P4146,Jackets,M,Green,17,65,0,Delhi,0,327.55,Summer
2021-10-25,P7868,Jackets,S,Blue,10,87,0,Mumbai,1,552.02,Festive
2021-10-25,P4684,Shirts,M,Black,11,18,45,Mumbai,0,1659.63,Festive
2021-10-25,P5832,Tops,XL,Blue,20,49,0,Delhi,0,709.24,Summer
2021-10-25,P6422,Jackets,L,White,3,48,0,Hyderabad,1,1326.95,Winter
2021-10-25,P3026,Dresses,XL,Green,13,95,0,Mumbai,0,1203.06,Summer
2021-10-25,P9156,Tops,L,Red,8,53,0,Mumbai,1,573.48,Winter
2021-10-25,P8580,Shirts,XL,Red,18,99,0,Mumbai,0,1821.37,Summer
2021-10-25,P6391,Tops,M,Blue,2,7,46,Delhi,0,402.97,Summer
2021-10-25,P2986,Tops,L,Red,10,32,0,Delhi,1,660.5,Summer
2021-10-26,P7202,Jeans,M,White,0,56,0,Hyderabad,0,1885.16,Monsoon
2021-10-26,P8129,Jackets,S,Green,11,17,14,Mumbai,1,1039.74,Summer
2021-10-26,P3123,Dresses,XL,Green,6,24,0,Hyderabad,1,1605.77,Festive
2021-10-26,P6993,Jackets,M,Green,18,3,50,Hyderabad,1,689.01,Winter
2021-10-26,P6488,Dresses,M,Green,10,72,0,Mumbai,0,302.78,Festive
2021-10-26,P8548,Shirts,L,Green,6,2,29,Mumbai,1,635.65,Summer
2021-10-26,P3641,Jackets,XL,White,19,55,0,Hyderabad,0,1262.88,Monsoon
2021-10-26,P9702,Tops,XL,Black,16,84,0,Delhi,1,1442.55,Summer
2021-10-26,P8256,Dresses,M,Red,14,48,0,Hyderabad,1,489.02,Summer
2021-10-26,P8778,Dresses,S,Black,14,68,0,Delhi,0,1648.27,Monsoon
2021-10-26,P1397,Jeans,XL,Blue,5,22,0,Hyderabad,0,1802.64,Summer
2021-10-26,P2425,Shirts,XL,Green,4,84,0,Delhi,1,1087.96,Winter
2021-10-26,P1844,Tops,M,Blue,19,45,0,Delhi,1,1823.32,Summer
2021-10-26,P7942,Jeans,L,Black,7,76,0,Mumbai,1,1445.22,Festive
2021-10-26,P9973,Dresses,XL,Red,7,19,39,Hyderabad,1,1194.99,Winter
2021-10-27,P6661,Jeans,M,White,16,81,0,Delhi,1,1559.01,Summer
2021-10-27,P5662,Shirts,L,Green,1,74,0,Delhi,0,1686.48,Winter
2021-10-27,P1500,Tops,L,Green,2,89,0,Delhi,1,733.61,Summer
2021-10-27,P6226,Shirts,XL,Blue,7,95,0,Delhi,1,1951.79,Summer
2021-10-27,P2399,Dresses,XL,White,19,23,0,Delhi,0,1376.42,Festive
2021-10-27,P2354,Jackets,XL,Green,17,81,0,Hyderabad,0,1205.78,Summer
2021-10-27,P4447,Tops,S,Red,3,32,0,Delhi,1,585.83,Monsoon
2021-10-27,P8722,Shirts,M,Black,4,18,41,Hyderabad,0,1316.9,Summer
2021-10-27,P5590,Jeans,XL,Green,15,36,0,Mumbai,1,709.54,Summer
2021-10-27,P4449,Jackets,XL,Black,14,77,0,Mumbai,0,1810.62,Monsoon
2021-10-27,P5771,Jeans,M,Red,17,80,0,Hyderabad,1,1333.76,Summer
2021-10-27,P3546,Jeans,M,Black,15,60,0,Delhi,0,899.09,Winter
2021-10-27,P6401,Tops,M,Black,12,100,0,Delhi,0,300.64,Winter
2021-10-27,P2250,Tops,L,Black,2,54,0,Hyderabad,0,615.39,Festive
2021-10-28,P3727,Jeans,L,Red,19,35,0,Mumbai,0,1670.56,Monsoon
2021-10-28,P2093,Tops,M,Blue,4,38,0,Hyderabad,0,952.96,Festive
2021-10-28,P5143,Shirts,M,White,13,29,0,Hyderabad,0,693.1,Summer
2021-10-28,P9020,Tops,L,Green,3,80,0,Hyderabad,1,1793.66,Winter
2021-10-28,P8418,Jackets,XL,Green,13,31,0,Mumbai,0,793.73,Winter
2021-10-29,P8213,Shirts,S,Red,18,88,0,Delhi,0,1671.29,Monsoon
2021-10-29,P1843,Jeans,S,White,7,95,0,Mumbai,1,912.37,Monsoon
2021-10-29,P1487,Tops,XL,White,4,95,0,Mumbai,0,492.45,Festive
2021-10-29,P1809,Tops,S,Red,17,50,0,Hyderabad,0,730.26,Winter
2021-10-29,P3419,Tops,S,White,18,22,0,Mumbai,0,1493.32,Monsoon
2021-10-29,P1601,Jackets,S,White,13,71,0,Delhi,1,477.7,Monsoon
2021-10-29,P9885,Shirts,M,Green,9,22,0,Delhi,1,1386.33,Summer
2021-10-29,P8629,Shirts,S,Green,14,43,0,Mumbai,0,1067.36,Festive
2021-10-29,P8670,Jeans,L,Green,6,79,0,Mumbai,0,1603.89,Festive
2021-10-29,P5273,Jackets,M,White,12,80,0,Hyderabad,0,1127.57,Festive
2021-10-29,P9253,Tops,S,White,0,80,0,Mumbai,0,669.85,Monsoon
2021-10-29,P2604,Dresses,L,Green,10,79,0,Hyderabad,0,1112.43,Winter
2021-10-29,P4241,Tops,S,Red,18,58,0,Hyderabad,0,395.14,Winter
2021-10-29,P8529,Tops,L,Black,17,94,0,Hyderabad,1,1377.22,Summer
2021-10-29,P3347,Tops,M,Green,9,16,11,Mumbai,0,572.91,Winter
2021-10-30,P9535,Shirts,S,Blue,15,34,0,Delhi,0,333.03,Winter
2021-10-30,P6099,Shirts,S,Blue,8,18,18,Hyderabad,1,1564.57,Winter
2021-10-30,P8988,Jackets,XL,Red,11,1,19,Mumbai,0,1087.79,Summer
2021-10-30,P9987,Dresses,M,White,16,96,0,Delhi,1,1849.73,Winter
2021-10-30,P1932,Shirts,S,White,4,11,48,Hyderabad,0,843.29,Summer
2021-10-31,P9912,Tops,XL,Red,11,69,0,Mumbai,1,557.8,Winter
2021-10-31,P8636,Shirts,M,White,2,80,0,Delhi,1,1911.77,Festive
2021-10-31,P1212,Jackets,S,Black,19,80,0,Mumbai,1,1355.38,Winter
2021-10-31,P1880,Dresses,XL,Blue,0,7,40,Hyderabad,0,1052.49,Monsoon
2021-10-31,P1546,Dresses,M,Black,0,90,0,Hyderabad,0,1066.81,Winter
2021-10-31,P6957,Jackets,XL,White,14,29,0,Mumbai,0,1203.71,Summer
2021-10-31,P1699,Dresses,S,Black,9,59,0,Hyderabad,1,1195.86,Summer
2021-10-31,P2009,Tops,L,White,5,19,18,Hyderabad,0,1867.54,Summer
2021-10-31,P6611,Tops,S,Red,15,0,19,Hyderabad,1,1682.43,Summer
2021-10-31,P2879,Shirts,S,Green,19,99,0,Mumbai,1,1412.38,Summer
2021-10-31,P4368,Dresses,M,Red,3,55,0,Hyderabad,0,1426.71,Winter
2021-11-01,P7727,Jackets,XL,Blue,11,39,0,Mumbai,0,569.89,Winter
2021-11-01,P4257,Dresses,XL,Blue,10,2,40,Mumbai,0,773.37,Monsoon
2021-11-01,P4527,Jeans,M,Green,11,91,0,Hyderabad,0,857.74,Festive
2021-11-01,P5321,Tops,S,Red,16,94,0,Delhi,1,1544.96,Winter
2021-11-01,P3235,Tops,XL,Blue,15,47,0,Delhi,0,886.14,Monsoon
2021-11-01,P2928,Jeans,S,Red,3,75,0,Mumbai,0,1388.75,Winter
2021-11-01,P8489,Dresses,L,White,13,52,0,Hyderabad,1,1694.12,Monsoon
2021-11-02,P1943,Shirts,S,Green,12,27,0,Delhi,0,1335.02,Winter
2021-11-02,P6927,Shirts,XL,Red,20,39,0,Mumbai,1,1145.37,Winter
2021-11-02,P1236,Jackets,M,Red,20,45,0,Delhi,1,413.44,Summer
2021-11-02,P2470,Jackets,XL,Green,2,94,0,Hyderabad,0,827.18,Festive
2021-11-02,P5615,Jackets,L,Black,5,52,0,Delhi,0,1290.02,Winter
2021-11-02,P9793,Jeans,M,White,9,29,0,Delhi,1,1022.28,Winter
2021-11-02,P8464,Jeans,XL,Red,4,57,0,Hyderabad,1,384.23,Winter
2021-11-03,P4574,Dresses,S,Green,0,27,0,Hyderabad,0,481.5,Winter
2021-11-03,P5063,Jackets,XL,Green,15,30,0,Delhi,0,539.5,Winter
2021-11-03,P7124,Shirts,S,Green,20,91,0,Mumbai,1,485.77,Winter
2021-11-03,P6647,Jeans,XL,Green,12,15,0,Delhi,1,985.2,Summer
2021-11-03,P2721,Jeans,L,Black,13,60,0,Mumbai,0,631.46,Summer
2021-11-03,P9714,Jackets,L,White,15,24,0,Mumbai,1,877.21,Monsoon
2021-11-04,P2125,Jackets,XL,Green,1,70,0,Delhi,1,1932.93,Winter
2021-11-04,P7861,Dresses,XL,Red,17,46,0,Mumbai,0,1559.74,Monsoon
2021-11-04,P4397,Dresses,M,Black,18,18,17,Mumbai,0,1345.74,Summer
2021-11-04,P9897,Tops,S,Black,7,54,0,Delhi,1,764.29,Winter
2021-11-04,P7979,Jackets,L,Green,4,68,0,Mumbai,1,1900.99,Festive
2021-11-04,P4972,Tops,S,Black,13,59,0,Hyderabad,0,701.27,Monsoon
2021-11-04,P1503,Tops,S,Black,13,32,0,Hyderabad,1,1468.09,Summer
2021-11-04,P1871,Shirts,M,Blue,11,9,40,Hyderabad,0,1788.88,Summer
2021-11-04,P6264,Shirts,XL,Red,10,79,0,Mumbai,0,1319.64,Winter
2021-11-04,P2698,Shirts,S,Black,7,10,0,Mumbai,0,1083.48,Winter
2021-11-04,P3452,Shirts,XL,Blue,12,70,0,Delhi,0,1583.87,Monsoon
2021-11-04,P9298,Tops,S,Black,11,43,0,Delhi,1,1330.11,Winter
2021-11-04,P3544,Shirts,M,Green,6,72,0,Delhi,1,1035.3,Winter
2021-11-04,P6080,Dresses,M,Red,0,34,0,Delhi,0,659.62,Summer
2021-11-05,P4819,Tops,XL,White,15,71,0,Hyderabad,1,442.04,Summer
2021-11-05,P9654,Shirts,L,Green,2,82,0,Mumbai,1,847.43,Winter
2021-11-05,P1078,Tops,L,Green,4,25,0,Mumbai,1,1472.48,Summer
2021-11-05,P6613,Shirts,M,Blue,2,35,0,Delhi,1,378.3,Winter
2021-11-05,P5442,Jackets,M,Green,14,13,26,Delhi,0,850.26,Winter
2021-11-05,P3398,Dresses,M,Blue,4,0,7,Hyderabad,0,1127.39,Summer
2021-11-05,P7886,Jeans,XL,Black,11,85,0,Delhi,0,1530.11,Winter
2021-11-05,P8610,Jackets,M,Blue,2,44,0,Mumbai,0,901.76,Winter
2021-11-05,P1261,Tops,XL,Red,20,28,0,Delhi,1,350.06,Summer
2021-11-05,P8034,Tops,L,Green,11,94,0,Delhi,1,478.49,Summer
2021-11-05,P8104,Jackets,XL,White,14,37,0,Hyderabad,0,808.1,Monsoon
2021-11-05,P3094,Shirts,XL,Blue,0,25,0,Hyderabad,0,1189.89,Monsoon
2021-11-05,P1491,Jackets,L,Green,11,16,49,Mumbai,1,1214.9,Festive
2021-11-05,P1231,Tops,M,Blue,16,13,27,Delhi,0,391.25,Festive
2021-11-06,P7293,Shirts,L,Black,8,98,0,Mumbai,1,904.98,Summer
2021-11-06,P7744,Shirts,M,Blue,8,37,0,Mumbai,0,309.14,Winter
2021-11-06,P8707,Tops,XL,White,11,77,0,Delhi,1,1032.65,Winter
2021-11-06,P3734,Jeans,S,White,19,45,0,Delhi,0,1221.15,Summer
2021-11-06,P4113,Jackets,M,Black,5,73,0,Hyderabad,0,1751.21,Winter
2021-11-06,P3206,Tops,XL,Green,15,92,0,Mumbai,0,997.67,Monsoon
2021-11-06,P2052,Jeans,XL,Red,18,7,26,Delhi,0,814.15,Winter
2021-11-06,P7833,Shirts,XL,White,8,11,43,Mumbai,1,540.88,Festive
2021-11-06,P5016,Tops,L,Black,8,23,0,Hyderabad,0,1506.89,Summer
2021-11-06,P9977,Shirts,XL,White,9,40,0,Delhi,0,718.78,Summer
2021-11-06,P2049,Tops,S,Red,7,4,27,Mumbai,1,627.18,Festive
2021-11-06,P3308,Jeans,L,Blue,0,46,0,Delhi,0,431.16,Summer
2021-11-06,P8036,Tops,L,Red,19,1,14,Delhi,1,1728.31,Winter
2021-11-07,P6483,Tops,L,Blue,15,71,0,Delhi,1,493.11,Summer
2021-11-07,P6687,Jeans,S,Black,12,5,46,Delhi,0,1175.25,Summer
2021-11-07,P4973,Jeans,L,White,3,95,0,Mumbai,1,1582.19,Festive
2021-11-07,P3349,Jeans,XL,Red,2,83,0,Delhi,0,1895.4,Winter
2021-11-07,P6932,Jackets,L,Black,15,28,0,Mumbai,1,891.27,Summer
2021-11-07,P7592,Tops,M,Green,13,47,0,Delhi,1,1459.79,Monsoon
2021-11-07,P2142,Dresses,XL,Green,2,76,0,Mumbai,0,1380.44,Winter
2021-11-07,P8627,Tops,XL,Green,2,77,0,Delhi,1,457.53,Winter
2021-11-07,P1176,Tops,S,Green,11,67,0,Mumbai,0,1517.59,Monsoon
2021-11-08,P3540,Tops,L,White,5,53,0,Delhi,1,1941.39,Winter
2021-11-08,P6336,Dresses,S,Blue,3,30,0,Hyderabad,0,1688.03,Festive
2021-11-08,P3658,Jackets,XL,White,7,43,0,Hyderabad,0,1068.93,Winter
2021-11-08,P1091,Shirts,L,Blue,14,69,0,Hyderabad,1,639.68,Summer
2021-11-08,P3548,Dresses,XL,Blue,16,19,4,Hyderabad,1,969.12,Summer
2021-11-08,P4592,Shirts,XL,Black,11,36,0,Mumbai,0,1191.36,Winter
2021-11-08,P7559,Tops,L,Blue,8,15,49,Mumbai,0,1723.11,Summer
2021-11-08,P9363,Dresses,M,Red,17,6,48,Hyderabad,1,1888.11,Winter
2021-11-08,P2285,Jeans,L,Red,18,55,0,Hyderabad,0,1558.33,Monsoon
2021-11-08,P9285,Tops,S,Blue,6,34,0,Delhi,1,1033.43,Summer
2021-11-08,P1517,Jeans,S,Blue,12,15,22,Mumbai,1,465.17,Summer
2021-11-08,P4208,Jeans,S,Black,13,39,0,Mumbai,1,657.15,Monsoon
2021-11-08,P2215,Tops,XL,Blue,9,0,8,Mumbai,0,1354.94,Summer
2021-11-09,P7918,Jeans,S,Green,17,92,0,Mumbai,0,1757.19,Festive
2021-11-09,P1330,Jeans,L,Green,10,56,0,Delhi,1,554.18,Monsoon
2021-11-09,P6768,Jeans,M,White,4,14,11,Hyderabad,0,539.98,Winter
2021-11-09,P1043,Dresses,M,Blue,6,71,0,Hyderabad,1,1214.17,Summer
2021-11-09,P7473,Dresses,S,Red,14,62,0,Hyderabad,1,1737.64,Monsoon
2021-11-09,P8548,Tops,XL,Black,8,66,0,Mumbai,0,512.12,Summer
2021-11-09,P3305,Jeans,S,White,13,1,46,Hyderabad,1,1211.35,Monsoon
2021-11-09,P6804,Tops,M,Blue,15,53,0,Mumbai,0,1193.51,Festive
2021-11-09,P8362,Jackets,L,White,20,63,0,Hyderabad,0,1236.3,Monsoon
2021-11-10,P2433,Tops,M,Green,13,69,0,Mumbai,1,359.63,Winter
2021-11-10,P8140,Jackets,S,Blue,6,19,5,Delhi,1,794.92,Festive
2021-11-10,P6828,Shirts,L,Blue,16,35,0,Mumbai,1,1336.3,Monsoon
2021-11-10,P2629,Jackets,XL,Blue,14,20,0,Mumbai,1,1016.76,Summer
2021-11-10,P8895,Jackets,M,Blue,5,38,0,Hyderabad,0,1250.14,Summer
2021-11-10,P4509,Jeans,L,Green,16,71,0,Hyderabad,0,746.77,Winter
